accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date	tax_id	identified_by	nums	colls	verbatimRecordedByID	recordedByLastName	recordedBy.x	recordedByID	numbers	gbifbc	taxon	taxonLabel	gbifID	scientificName	countryCode	recordedBy	eventDate	institutionCode	basisOfRecord
KF488142			Keetia zanzibarica voucher Verstraete & Lemaire 411 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Keetia zanzibarica			Verstraete & Lemaire 411 (BR)					43505		411		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	411	BR0000013212513	http://www.wikidata.org/entity/Q15469122	Keetia zanzibarica	1839835848	Keetia zanzibarica (Klotzsch) Bridson	TZ	Verstraete B.	2012-01-19T00:00:00	BR	PRESERVED_SPECIMEN
KF488142			Keetia zanzibarica voucher Verstraete & Lemaire 411 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Keetia zanzibarica			Verstraete & Lemaire 411 (BR)					43505		411		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	411	BR6202009440007	http://www.wikidata.org/entity/Q15469122	Keetia zanzibarica	1840904522	Keetia zanzibarica (Klotzsch) Bridson	TZ	Verstraete B.	2012-01-19T00:00:00	BR	PRESERVED_SPECIMEN
KF488142			Keetia zanzibarica voucher Verstraete & Lemaire 411 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Keetia zanzibarica			Verstraete & Lemaire 411 (BR)					43505		411		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	411	BR0000020287344	http://www.wikidata.org/entity/Q15469122	Keetia zanzibarica	1840461226	Keetia zanzibarica (Klotzsch) Bridson		Verstraete B.		BR	PRESERVED_SPECIMEN
KF488143			Multidentia crassa voucher Verstraete & Lemaire 314 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Multidentia crassa			Verstraete & Lemaire 314 (BR)					308934		314		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	314	BR6202009536007	http://www.wikidata.org/entity/Q15474816	Multidentia crassa	1840904480	Multidentia crassa (Hiern) Bridson & Verdc.	TZ	Verstraete B.	2012-01-16T00:00:00	BR	PRESERVED_SPECIMEN
KF488143			Multidentia crassa voucher Verstraete & Lemaire 314 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Multidentia crassa			Verstraete & Lemaire 314 (BR)					308934		314		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	314	BR0000013208530	http://www.wikidata.org/entity/Q15474816	Multidentia crassa	1839835454	Multidentia crassa (Hiern) Bridson & Verdc.	TZ	Verstraete B.	2012-01-16T00:00:00	BR	PRESERVED_SPECIMEN
KF488144			Multidentia crassa voucher Verstraete & Lemaire 324 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Multidentia crassa			Verstraete & Lemaire 324 (BR)					308934		324		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	324	BR0000013208745	http://www.wikidata.org/entity/Q15474816	Multidentia crassa	1839835394	Multidentia crassa (Hiern) Bridson & Verdc.	TZ	Verstraete B.	2012-01-16T00:00:00	BR	PRESERVED_SPECIMEN
KF488144			Multidentia crassa voucher Verstraete & Lemaire 324 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Multidentia crassa			Verstraete & Lemaire 324 (BR)					308934		324		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	324	BR6202009547003	http://www.wikidata.org/entity/Q15474816	Multidentia crassa	1840904583	Multidentia crassa (Hiern) Bridson & Verdc.	TZ	Verstraete B.	2012-01-16T00:00:00	BR	PRESERVED_SPECIMEN
KF488144			Multidentia crassa voucher Verstraete & Lemaire 324 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Multidentia crassa			Verstraete & Lemaire 324 (BR)					308934		324		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	324	BR0000019675336	http://www.wikidata.org/entity/Q15474816	Multidentia crassa	1840418427	Multidentia crassa (Hiern) Bridson & Verdc.		Verstraete B.		BR	PRESERVED_SPECIMEN
KF488145			Multidentia exserta voucher Verstraete & Lemaire 297 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Multidentia exserta			Verstraete & Lemaire 297 (BR)					1453820		297		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	297	BR6202009870002	http://www.wikidata.org/entity/Q15475113	Multidentia exserta	1840904937	Multidentia exserta Bridson	TZ	Verstraete B.	2012-01-15T00:00:00	BR	PRESERVED_SPECIMEN
KF488145			Multidentia exserta voucher Verstraete & Lemaire 297 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Multidentia exserta			Verstraete & Lemaire 297 (BR)					1453820		297		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	297	BR0000013208967	http://www.wikidata.org/entity/Q15475113	Multidentia exserta	1839835595	Multidentia exserta Bridson	TZ	Verstraete B.	2012-01-15T00:00:00	BR	PRESERVED_SPECIMEN
KF488145			Multidentia exserta voucher Verstraete & Lemaire 297 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Multidentia exserta			Verstraete & Lemaire 297 (BR)					1453820		297		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	297	BR0000019676531	http://www.wikidata.org/entity/Q15475113	Multidentia exserta	1840418462	Multidentia exserta Bridson		Verstraete B.		BR	PRESERVED_SPECIMEN
KF488146			Multidentia exserta voucher Verstraete & Lemaire 305 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Multidentia exserta			Verstraete & Lemaire 305 (BR)					1453820		305		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	305	BR6202009871009	http://www.wikidata.org/entity/Q15475113	Multidentia exserta	1840904963	Multidentia exserta Bridson	TZ	Verstraete B.	2012-01-15T00:00:00	BR	PRESERVED_SPECIMEN
KF488146			Multidentia exserta voucher Verstraete & Lemaire 305 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Multidentia exserta			Verstraete & Lemaire 305 (BR)					1453820		305		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	305	BR0000013208851	http://www.wikidata.org/entity/Q15475113	Multidentia exserta	1839835485	Multidentia exserta Bridson	TZ	Verstraete B.	2012-01-15T00:00:00	BR	PRESERVED_SPECIMEN
KF488147			Multidentia fanshawei voucher Verstraete & Lemaire 173 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Multidentia fanshawei			Verstraete & Lemaire 173 (BR)					164476		173		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	173	BR6202009334009	http://www.wikidata.org/entity/Q15475311	Multidentia fanshawei	1840904443	Multidentia fanshawei (Tennant) Bridson	TZ	Verstraete B.	2012-01-08T00:00:00	BR	PRESERVED_SPECIMEN
KF488147			Multidentia fanshawei voucher Verstraete & Lemaire 173 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Multidentia fanshawei			Verstraete & Lemaire 173 (BR)					164476		173		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	173	BR0000013483531	http://www.wikidata.org/entity/Q15475311	Multidentia fanshawei	1839861741	Multidentia fanshawei (Tennant) Bridson	TZ	Verstraete B.	2012-01-08T00:00:00	BR	PRESERVED_SPECIMEN
KF488148			Psydrax faulknerae voucher Verstraete & Lemaire 395 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Psydrax faulknerae			Verstraete & Lemaire 395 (BR)					642039		395		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	395	BR0000020290443	http://www.wikidata.org/entity/Q5463142	Psydrax faulknerae	2243198306	Psydrax faulknerae Bridson		Verstraete B.		BR	PRESERVED_SPECIMEN
KF488148			Psydrax faulknerae voucher Verstraete & Lemaire 395 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Psydrax faulknerae			Verstraete & Lemaire 395 (BR)					642039		395		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	395	BR6202009381003	http://www.wikidata.org/entity/Q5463142	Psydrax faulknerae	1840904356	Psydrax faulknerae Bridson	TZ	Verstraete B.	2012-01-18T00:00:00	BR	PRESERVED_SPECIMEN
KF488148			Psydrax faulknerae voucher Verstraete & Lemaire 395 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Psydrax faulknerae			Verstraete & Lemaire 395 (BR)					642039		395		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	395	BR0000013212339	http://www.wikidata.org/entity/Q5463142	Psydrax faulknerae	1839835855	Psydrax faulknerae Bridson	TZ	Verstraete B.	2012-01-18T00:00:00	BR	PRESERVED_SPECIMEN
KF488149			Psydrax faulknerae voucher Verstraete & Lemaire 402 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Psydrax faulknerae			Verstraete & Lemaire 402 (BR)					642039		402		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	402	BR0000020290436	http://www.wikidata.org/entity/Q5463142	Psydrax faulknerae	2243198291	Psydrax faulknerae Bridson		Verstraete B.		BR	PRESERVED_SPECIMEN
KF488149			Psydrax faulknerae voucher Verstraete & Lemaire 402 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Psydrax faulknerae			Verstraete & Lemaire 402 (BR)					642039		402		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	402	BR0000013212384	http://www.wikidata.org/entity/Q5463142	Psydrax faulknerae	1839835778	Psydrax faulknerae Bridson	TZ	Verstraete B.	2012-01-19T00:00:00	BR	PRESERVED_SPECIMEN
KF488149			Psydrax faulknerae voucher Verstraete & Lemaire 402 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Psydrax faulknerae			Verstraete & Lemaire 402 (BR)					642039		402		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	402	BR6202009451003	http://www.wikidata.org/entity/Q5463142	Psydrax faulknerae	1840904477	Psydrax faulknerae Bridson	TZ	Verstraete B.	2012-01-19T00:00:00	BR	PRESERVED_SPECIMEN
KF488150			Psydrax faulknerae voucher Verstraete & Lemaire 412 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Psydrax faulknerae			Verstraete & Lemaire 412 (BR)					642039		412		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	412	BR0000013212544	http://www.wikidata.org/entity/Q5463142	Psydrax faulknerae	1839835883	Psydrax faulknerae Bridson	TZ	Verstraete B.	2012-01-19T00:00:00	BR	PRESERVED_SPECIMEN
KF488150			Psydrax faulknerae voucher Verstraete & Lemaire 412 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Psydrax faulknerae			Verstraete & Lemaire 412 (BR)					642039		412		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	412	BR6202009429002	http://www.wikidata.org/entity/Q5463142	Psydrax faulknerae	1840904485	Psydrax faulknerae Bridson	TZ	Verstraete B.	2012-01-19T00:00:00	BR	PRESERVED_SPECIMEN
KF488150			Psydrax faulknerae voucher Verstraete & Lemaire 412 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Psydrax faulknerae			Verstraete & Lemaire 412 (BR)					642039		412		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	412	BR0000020290429	http://www.wikidata.org/entity/Q5463142	Psydrax faulknerae	2243198394	Psydrax faulknerae Bridson		Verstraete B.		BR	PRESERVED_SPECIMEN
KF488155			Rytigynia decussata voucher Verstraete & Lemaire 372 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Rytigynia decussata			Verstraete & Lemaire 372 (BR)					308943		372		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	372	BR6202009391002	http://www.wikidata.org/entity/Q15443354	Rytigynia decussata	1840904409	Rytigynia decussata Robyns	TZ	Verstraete B.	2012-01-18T00:00:00	BR	PRESERVED_SPECIMEN
KF488155			Rytigynia decussata voucher Verstraete & Lemaire 372 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Rytigynia decussata			Verstraete & Lemaire 372 (BR)					308943		372		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	372	BR0000019887562	http://www.wikidata.org/entity/Q15443354	Rytigynia decussata	2243187964	Rytigynia decussata Robyns		Verstraete B.		BR	PRESERVED_SPECIMEN
KF488155			Rytigynia decussata voucher Verstraete & Lemaire 372 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Rytigynia decussata			Verstraete & Lemaire 372 (BR)					308943		372		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	372	BR6202009369001	http://www.wikidata.org/entity/Q15443354	Rytigynia decussata	1840904476	Rytigynia decussata Robyns	TZ	Verstraete B.	2012-01-18T00:00:00	BR	PRESERVED_SPECIMEN
KF488155			Rytigynia decussata voucher Verstraete & Lemaire 372 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Rytigynia decussata			Verstraete & Lemaire 372 (BR)					308943		372		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	372	BR0000013212087	http://www.wikidata.org/entity/Q15443354	Rytigynia decussata	1839835752	Rytigynia decussata Robyns	TZ	Verstraete B.	2012-01-18T00:00:00	BR	PRESERVED_SPECIMEN
KF488156			Rytigynia decussata voucher Verstraete & Lemaire 381 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Rytigynia decussata			Verstraete & Lemaire 381 (BR)					308943		381		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	381	BR0000013212179	http://www.wikidata.org/entity/Q15443354	Rytigynia decussata	1839835866	Rytigynia decussata Robyns	TZ	Verstraete B.	2012-01-18T00:00:00	BR	PRESERVED_SPECIMEN
KF488156			Rytigynia decussata voucher Verstraete & Lemaire 381 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Rytigynia decussata			Verstraete & Lemaire 381 (BR)					308943		381		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	381	BR6202009383007	http://www.wikidata.org/entity/Q15443354	Rytigynia decussata	1840904408	Rytigynia decussata Robyns	TZ	Verstraete B.	2012-01-18T00:00:00	BR	PRESERVED_SPECIMEN
KF488156			Rytigynia decussata voucher Verstraete & Lemaire 381 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Rytigynia decussata			Verstraete & Lemaire 381 (BR)					308943		381		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	381	BR0000019887579	http://www.wikidata.org/entity/Q15443354	Rytigynia decussata	2243188100	Rytigynia decussata Robyns		Verstraete B.		BR	PRESERVED_SPECIMEN
KF488157			Rytigynia eickii voucher Verstraete & Lemaire 121 (BR) PetB (petB) gene, partial cds; petB-petD intergenic spacer, complete sequence; and PetD (petD) gene, partial cds; chloroplast.	Rytigynia eickii			Verstraete & Lemaire 121 (BR)					308944		121		L026|LMRCA|LEMAC|LEMAH|LMRBN|VRSBR	Le|Lemaire|Lemaire|Lemaire|Lemaire|Verstraete	Le Gal.|Lemaire C.A.|Lemaire C.F.A.|Lemaire H.|Lemaire B.|Verstraete B.	||http://viaf.org/viaf/89180666|http://www.wikidata.org/entity/Q62990271|http://www.wikidata.org/entity/Q62990219|https://orcid.org/0000-0001-9332-7798	121	BR0000013470753	http://www.wikidata.org/entity/Q5463988	Rytigynia eickii	1839860331	Rytigynia eickii (K.Schum. & K.Krause) Bullock	TZ	Verstraete B.	2011-12-28T00:00:00	BR	PRESERVED_SPECIMEN
