accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
KJ524439	Ecuador:Galapagos Islands	""	Vigneronia spieri voucher Ertz 12060 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Vigneronia spieri	""	""	Ertz 12060 (BR)	""	""	""	""
KJ524440	Curacao	""	Vigneronia spieri voucher Ertz 18394 (BR) RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Vigneronia spieri	""	""	Ertz 18394 (BR)	""	""	""	""
KJ559548	France:Corsica	""	Unguiculariopsis lettaui voucher Ertz 16346 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.	Unguiculariopsis lettaui	""	""	Ertz 16346 (BR)	""	""	""	""
KJ559549	Spain:Canary Islands	""	Rhymbocarpus fuscoatrae voucher Ertz 16200 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.	Rhymbocarpus fuscoatrae	""	""	Ertz 16200 (BR)	""	""	""	""
KJ559550	Switzerland	""	Thamnogalla crombiei voucher Diederich 17315 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.	Thamnogalla crombiei	""	""	Diederich 17315 (BR)	""	""	""	""
KJ559551	Luxembourg	""	Phaeopyxis punctum voucher Diederich 17303 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.	Phaeopyxis punctum	""	""	Diederich 17303 (BR)	""	""	""	""
KJ559552	Luxembourg	""	Pezizella epithallina voucher Diederich 17411 (BR) 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence.	Pezizella epithallina	""	""	Diederich 17411 (BR)	""	""	""	""
KJ559554	Portugal:Azores	""	Diplolaeviopsis cf. ranula Diederich 16989 voucher Diederich 16989 (BR) large subunit ribosomal RNA gene, partial sequence.	Diplolaeviopsis cf. ranula Diederich 16989	""	""	Diederich 16989 (BR)	""	""	""	""
KJ559571	Spain:Canary Islands	""	Rhymbocarpus fuscoatrae voucher Ertz 16200 (BR) large subunit ribosomal RNA gene, partial sequence.	Rhymbocarpus fuscoatrae	""	""	Ertz 16200 (BR)	""	""	""	""
KJ559572	Luxembourg	""	Pezizella epithallina voucher Diederich 17411 (BR) large subunit ribosomal RNA gene, partial sequence.	Pezizella epithallina	""	""	Diederich 17411 (BR)	""	""	""	""
KJ559573	Luxembourg	""	Unguiculariopsis thallophila voucher Diederich 16944 (BR) large subunit ribosomal RNA gene, partial sequence.	Unguiculariopsis thallophila	""	""	Diederich 16944 (BR)	""	""	""	""
KJ559574	Spain:Canary Islands	""	Skyttea lecanorae voucher Ertz 16099 (BR) large subunit ribosomal RNA gene, partial sequence.	Skyttea lecanorae	""	""	Ertz 16099 (BR)	""	""	""	""
KJ559575	Spain:Canary Islands	""	Skyttea pyrenulae voucher Ertz 16253 (BR) large subunit ribosomal RNA gene, partial sequence.	Skyttea pyrenulae	""	""	Ertz 16253 (BR)	""	""	""	""
KJ559577	France	""	Skyttea nitschkei voucher Ertz 17483 (BR) large subunit ribosomal RNA gene, partial sequence.	Skyttea nitschkei	""	""	Ertz 17483 (BR)	""	""	""	""
KJ559578	Switzerland	""	Thamnogalla crombiei voucher Diederich 17315 (BR) large subunit ribosomal RNA gene, partial sequence.	Thamnogalla crombiei	""	""	Diederich 17315 (BR)	""	""	""	""
KJ559579	France:Corsica	""	Unguiculariopsis lettaui voucher Ertz 16346 (BR) large subunit ribosomal RNA gene, partial sequence.	Unguiculariopsis lettaui	""	""	Ertz 16346 (BR)	""	""	""	""
KJ559591	Luxembourg	""	Phaeopyxis punctum voucher Diederich 17303 (BR) 18S ribosomal RNA gene, partial sequence.	Phaeopyxis punctum	""	""	Diederich 17303 (BR)	""	""	""	""
KJ559592	France:Corsica	""	Unguiculariopsis lettaui voucher Ertz 16346 (BR) 18S ribosomal RNA gene, partial sequence.	Unguiculariopsis lettaui	""	""	Ertz 16346 (BR)	""	""	""	""
KJ559593	Spain:Canary Islands	""	Rhymbocarpus fuscoatrae voucher Ertz 16200 (BR) 18S ribosomal RNA gene, partial sequence.	Rhymbocarpus fuscoatrae	""	""	Ertz 16200 (BR)	""	""	""	""
KJ559594	Switzerland	""	Thamnogalla crombiei voucher Diederich 17315 (BR) 18S ribosomal RNA gene, partial sequence.	Thamnogalla crombiei	""	""	Diederich 17315 (BR)	""	""	""	""
KJ559595	France	""	Skyttea nitschkei voucher Ertz 17483 (BR) 18S ribosomal RNA gene, partial sequence.	Skyttea nitschkei	""	""	Ertz 17483 (BR)	""	""	""	""
KJ559596	Spain:Canary Islands	""	Skyttea pyrenulae voucher Ertz 16253 (BR) 18S ribosomal RNA gene, partial sequence.	Skyttea pyrenulae	""	""	Ertz 16253 (BR)	""	""	""	""
KJ559597	Spain:Canary Islands	""	Skyttea lecanorae voucher Ertz 16099 (BR) 18S ribosomal RNA gene, partial sequence.	Skyttea lecanorae	""	""	Ertz 16099 (BR)	""	""	""	""
KJ815333	""	""	Nichallea soyauxii voucher Da-Musa Masens 729 (BR) ribosomal protein S16 (rps16) gene, intron; chloroplast.	Nichallea soyauxii	""	""	Da-Musa Masens 729 (BR)	""	""	""	""
KJ815583	""	""	Nichallea soyauxii voucher Da-Musa Masens 729 (BR) trnT-trnL intergenic spacer and tRNA-Leu (trnL-UAA) gene, partial sequence; chloroplast.	Nichallea soyauxii	""	""	Da-Musa Masens 729 (BR)	""	""	""	""
KJ815620	""	""	Paracephaelis cinerea voucher De Block 1174 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL-UAA) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Paracephaelis cinerea	""	""	De Block 1174 (BR)	""	""	""	""
KJ815679	""	""	Bertiera aethiopica voucher Dessein & Razafimandimbison s.n. (BR) maturase K (matK) gene, complete cds; chloroplast.	Bertiera aethiopica	""	""	Dessein & Razafimandimbison s.n. (BR)	""	""	""	""
KJ815915	""	""	Leptactina papalis voucher Dessein 2355 (BR) maturase K (matK) gene, complete cds; chloroplast.	Leptactina papalis	""	""	Dessein 2355 (BR)	""	""	""	""
KJ815918	""	""	Nichallea soyauxii voucher Da-Musa Masens 729 (BR) maturase K (matK) gene, complete cds; chloroplast.	Nichallea soyauxii	""	""	Da-Musa Masens 729 (BR)	""	""	""	""
KJ815919	""	""	Pavetta abyssinica voucher De Block 6 (BR) maturase K (matK) gene, complete cds; chloroplast.	Pavetta abyssinica	""	""	De Block 6 (BR)	""	""	""	""
KJ815964	""	""	Paracephaelis cinerea voucher De Block 1174 (BR) maturase K (matK) gene, complete cds; chloroplast.	Paracephaelis cinerea	""	""	De Block 1174 (BR)	""	""	""	""
KJ816019	""	""	Bertiera aethiopica voucher Dessein & Razafimandimbison s.n. (BR) ribosomal protein L32 (rpl32) gene, partial cds; chloroplast.	Bertiera aethiopica	""	""	Dessein & Razafimandimbison s.n. (BR)	""	""	""	""
KJ816236	""	""	Nichallea soyauxii voucher Da-Musa Masens 729 (BR) ribosomal protein L32 (rpl32) gene, complete cds; chloroplast.	Nichallea soyauxii	""	""	Da-Musa Masens 729 (BR)	""	""	""	""
KJ816237	""	""	Pavetta abyssinica voucher De Block 6 (BR) ribosomal protein L32 (rpl32) gene, complete cds; chloroplast.	Pavetta abyssinica	""	""	De Block 6 (BR)	""	""	""	""
KJ816281	""	""	Paracephaelis cinerea voucher De Block 1174 (BR) ndhF-rpl32 intergenic spacer, partial sequence; chloroplast.	Paracephaelis cinerea	""	""	De Block 1174 (BR)	""	""	""	""
KM215328	""	""	Mitracarpus capitatus external transcribed spacer, partial sequence.	Mitracarpus capitatus	""	""	H.Ochoterana 543 (BR)	""	""	""	""
KM215329	""	""	Mitracarpus linearifolius external transcribed spacer, partial sequence.	Mitracarpus linearifolius	""	""	A.Rregis-Garcia 5420 (BR)	""	""	""	""
KM215330	""	""	Mitracarpus glabrescens external transcribed spacer, partial sequence.	Mitracarpus glabrescens	""	""	A.Campos 3122 (BR)	""	""	""	""
KM215366	""	""	Mitracarpus capitatus internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Mitracarpus capitatus	""	""	H.Ochoterena 543 (BR)	""	""	""	""
KM215367	""	""	Mitracarpus glabrescens internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence.	Mitracarpus glabrescens	""	""	H.Ochoterena 511 (BR)	""	""	""	""
KM215407	""	""	Mitracarpus linearifolius PsbA (psbA) gene, partial cds; and psbA-trnH intergenic spacer, partial sequence; chloroplast.	Mitracarpus linearifolius	""	""	H.Ochoterana 511 (BR)	""	""	""	""
KM215408	""	""	Mitracarpus capitatus PsbA (psbA) gene, partial cds; and psbA-trnH intergenic spacer, partial sequence; chloroplast.	Mitracarpus capitatus	""	""	H.Ochoterana 539 (BR)	""	""	""	""
KM215409	""	""	Mitracarpus schizangius PsbA (psbA) gene, partial cds; and psbA-trnH intergenic spacer, partial sequence; chloroplast.	Mitracarpus schizangius	""	""	Flores-Franzo 3808 (BR)	""	""	""	""
KM215438	""	""	Mitracarpus schizangius rpl32-trnL intergenic spacer, partial sequence; chloroplast.	Mitracarpus schizangius	""	""	Flores-Franzo 3808 (BR)	""	""	""	""
KM215439	""	""	Mitracarpus linearifolius rpl32-trnL intergenic spacer, partial sequence; chloroplast.	Mitracarpus linearifolius	""	""	A.Rregis-Garcia 5420 (BR)	""	""	""	""
KM215441	""	""	Mitracarpus capitatus rpl32-trnL intergenic spacer, partial sequence; chloroplast.	Mitracarpus capitatus	""	""	H.Ochoterena 543 (BR)	""	""	""	""
KM215442	""	""	Mitracarpus glabrescens rpl32-trnL intergenic spacer, partial sequence; chloroplast.	Mitracarpus glabrescens	""	""	H.Ochoterena 511 (BR)	""	""	""	""
KM215470	""	""	Mitracarpus capitatus ribosomal protein S16 (rps16) gene, intron; chloroplast.	Mitracarpus capitatus	""	""	H.Ochoterena 543 (BR)	""	""	""	""
KM215471	""	""	Mitracarpus glabrescens ribosomal protein S16 (rps16) gene, intron; chloroplast.	Mitracarpus glabrescens	""	""	H.Ochoterena 511 (BR)	""	""	""	""
KM215502	""	""	Mitracarpus schizangius trnQ-rps16 intergenic spacer, partial sequence; chloroplast.	Mitracarpus schizangius	""	""	Flores-Franzo 3808 (BR)	""	""	""	""
KM215503	""	""	Mitracarpus capitatus trnQ-rps16 intergenic spacer, partial sequence; chloroplast.	Mitracarpus capitatus	""	""	H.Ochoterena 543 (BR)	""	""	""	""
KM215504	""	""	Mitracarpus glabrescens trnQ-rps16 intergenic spacer, partial sequence; chloroplast.	Mitracarpus glabrescens	""	""	H.Ochoterena 511 (BR)	""	""	""	""
KM592095	""	""	Coleactina papalis voucher Dessein & al 2355 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Leptactina papalis	""	""	Dessein & al 2355 (BR)	""	""	""	""
KM592096	""	""	Coptosperma borbonicum voucher De Block 1389 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Coptosperma borbonicum	""	""	De Block 1389 (BR)	""	""	""	""
KM592098	""	""	Coptosperma madagascariense voucher De Block & al 2238 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Coptosperma madagascariense	""	""	De Block & al 2238 (BR)	""	""	""	""
KM592099	""	""	Coptosperma nigrescens voucher De Block & al 535 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Coptosperma nigrescens	""	""	De Block & al 535 (BR)	""	""	""	""
KM592101	""	""	Coptosperma supra-axillare voucher De Block & al 1321 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Coptosperma supra-axillare	""	""	De Block & al 1321 (BR)	""	""	""	""
KM592102	""	""	Coptosperma sp. B SJ-2014 trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Coptosperma sp. B SJ-2014	""	""	De Block & al 796 (BR)	""	""	""	""
KM592103	""	""	Coptosperma sp. C SJ-2014 trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Coptosperma sp. C SJ-2014	""	""	De Block & al 1355 (BR)	""	""	""	""
KM592104	""	""	Coptosperma sp. D SJ-2014 trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Coptosperma sp. D SJ-2014	""	""	De Block & al 704 (BR)	""	""	""	""
KM592105	""	""	Coptosperma sp. E SJ-2014 trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Coptosperma sp. E SJ-2014	""	""	De Block & al 733 (BR)	""	""	""	""
KM592106	""	""	Coptosperma sp. A SJ-2014 trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Coptosperma sp. A SJ-2014	""	""	De Block & al 720 (BR)	""	""	""	""
KM592107	""	""	Coptosperma graveolens voucher Mwachala 3711 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Coptosperma graveolens	""	""	Mwachala 3711 (BR)	""	""	""	""
KM592108	""	""	Coptosperma peteri voucher Lovett & Congdon 2991 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Coptosperma peteri	""	""	Lovett & Congdon 2991 (BR)	""	""	""	""
KM592110	""	""	Euclinia longiflora voucher Van Caekenberghe 348 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Euclinia longiflora	""	""	Van Caekenberghe 348 (BR)	""	""	""	""
KM592111	""	""	Gardenia rutenbergiana voucher Groeninckx & al 24 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Gardenia rutenbergiana	""	""	Groeninckx & al 24 (BR)	""	""	""	""
KM592112	""	""	Homollea longiflora voucher De Block & al 767 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Homollea longiflora	""	""	De Block & al 767 (BR)	""	""	""	""
KM592114	""	""	Homolliella sericea voucher De Block & al 849 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Paracephaelis sericea	""	""	De Block & al 849 (BR)	""	""	""	""
KM592116	""	""	Leptactina benguelensis voucher Dessein & al 1142 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Leptactina benguelensis	""	""	Dessein & al 1142 (BR)	""	""	""	""
KM592118	""	""	Leptactina epinyctios voucher Dessein & al 1348 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Leptactina epinyctios	""	""	Dessein & al 1348 (BR)	""	""	""	""
KM592120	""	""	Leptactina leopoldi-secundi voucher Champluvier 5248 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Leptactina leopoldi-secundi	""	""	Champluvier 5248 (BR)	""	""	""	""
KM592121	""	""	Leptactina mannii voucher Dessein & al 2518 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Leptactina mannii	""	""	Dessein & al 2518 (BR)	""	""	""	""
KM592123	""	""	Leptactina pynaertii voucher Champluvier sn (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Leptactina pynaertii	""	""	Champluvier sn (BR)	""	""	""	""
KM592124	""	""	Pseudomussaenda flava voucher Van Caekenberghe 60 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Pseudomussaenda flava	""	""	Van Caekenberghe 60 (BR)	""	""	""	""
KM592125	""	""	Nichallea soyauxii voucher Dessein & al 1402 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Nichallea soyauxii	""	""	Dessein & al 1402 (BR)	""	""	""	""
KM592126	""	""	Oxyanthus troupinii voucher Niyongabo 115 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Oxyanthus troupinii	""	""	Niyongabo 115 (BR)	""	""	""	""
KM592127	""	""	Paracephaelis cinerea voucher De Block & al 2193 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Paracephaelis cinerea	""	""	De Block & al 2193 (BR)	""	""	""	""
KM592128	""	""	Paracephaelis saxatilis voucher De Block & al 2401 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Paracephaelis saxatilis	""	""	De Block & al 2401 (BR)	""	""	""	""
KM592129	""	""	Paracephaelis tiliacea voucher Groeninckx & al 113 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Paracephaelis tiliacea	""	""	Groeninckx & al 113 (BR)	""	""	""	""
KM592131	""	""	Pavetta batesiana voucher Dessein & al 2071 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Pavetta batesiana	""	""	Dessein & al 2071 (BR)	""	""	""	""
KM592135	""	""	Pavetta schumanniana voucher Dessein & al 911 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Pavetta schumanniana	""	""	Dessein & al 911 (BR)	""	""	""	""
KM592137	""	""	Pavetta sp. C SJ-2014 trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Pavetta sp. C SJ-2014	""	""	Van Caekenberghe 199 (BR)	""	""	""	""
KM592138	""	""	Pavetta suffruticosa voucher Lachenaud & al 838 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Pavetta suffruticosa	""	""	Lachenaud & al 838 (BR)	""	""	""	""
KM592142	""	""	Pavetta ternifolia voucher Ntore 19 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Pavetta ternifolia	""	""	Ntore 19 (BR)	""	""	""	""
KM592143	""	""	Pavetta tetramera voucher Van de Weghe 163 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Pavetta tetramera	""	""	Van de Weghe 163 (BR)	""	""	""	""
KM592145	""	""	Razafimandimbisonia humblotii voucher Tosh & al 263 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Razafimandimbisonia humblotii	""	""	Tosh & al 263 (BR)	""	""	""	""
KM592149	""	""	Rutidea dupuisii voucher Dessein et al 1802 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Rutidea dupuisii	""	""	Dessein et al 1802 (BR)	""	""	""	""
KM592150	""	""	Rutidea ferruginea voucher Dessein et al 1674 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Rutidea ferruginea	""	""	Dessein et al 1674 (BR)	""	""	""	""
KM592156	""	""	Schizenterospermum grevei voucher De Block & al 2167 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Schizenterospermum grevei	""	""	De Block & al 2167 (BR)	""	""	""	""
KM592157	""	""	Schizenterospermum rotundifolium voucher De Block & al 771 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Schizenterospermum rotundifolium	""	""	De Block & al 771 (BR)	""	""	""	""
KM592158	""	""	Tarenna alpestris voucher De Block 1474 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Tarenna alpestris	""	""	De Block 1474 (BR)	""	""	""	""
KM592161	""	""	Tarenna bipindensis voucher Jongkind 8495 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Tarenna bipindensis	""	""	Jongkind 8495 (BR)	""	""	""	""
KM592165	""	""	Tarenna gracilipes voucher Van Caekenberghe 149 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Tarenna gracilipes	""	""	Van Caekenberghe 149 (BR)	""	""	""	""
KM592166	""	""	Tarenna jolinonii voucher Champluvier 6098 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Tarenna jolinonii	""	""	Champluvier 6098 (BR)	""	""	""	""
KM592170	""	""	Tarenna nitidula voucher Jongkind 8000 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Tarenna nitidula	""	""	Jongkind 8000 (BR)	""	""	""	""
KM592171	""	""	Tarenna pallidula voucher Dessein & al 2215 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Tarenna pallidula	""	""	Dessein & al 2215 (BR)	""	""	""	""
KM592173	""	""	Tarenna precidantenna voucher Dessein et al 2360 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Tarenna precidantenna	""	""	Dessein et al 2360 (BR)	""	""	""	""
KM592177	""	""	Tarenna vignei voucher Jongkind 8126 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Tarenna vignei	""	""	Jongkind 8126 (BR)	""	""	""	""
KM592178	""	""	Tarenna alleizettei voucher De Block et al 1883 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Tarenna alleizettei	""	""	De Block et al 1883 (BR)	""	""	""	""
KM592179	""	""	Tarenna capuroniana voucher De Block & al 937 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Tarenna capuroniana	""	""	De Block & al 937 (BR)	""	""	""	""
KM592180	""	""	Tarenna grevei voucher De Block & al 959 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Tarenna grevei	""	""	De Block & al 959 (BR)	""	""	""	""
KM592181	""	""	Tarenna spiranthera voucher De Block & al 946 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Tarenna spiranthera	""	""	De Block & al 946 (BR)	""	""	""	""
KM592182	""	""	Tarenna thouarsiana voucher De Block & al 655 (BR) trnT-trnL intergenic spacer, partial sequence; tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer, complete sequence; and tRNA-Phe (trnF) gene, partial sequence; chloroplast.	Tarenna thouarsiana	""	""	De Block & al 655 (BR)	""	""	""	""
