accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
FJ808401	""	""	Phacaspis mitis voucher RMBR:103464 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Phacaspis mitis	""	""	RMBR:103464	""	""	""	""
FJ808402	""	""	Plagiozopelma flavipodex voucher RMBR:103468 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Plagiozopelma flavipodex	""	""	RMBR:103468	""	""	""	""
FJ808403	""	""	Scotiomyia cf. singaporensis SNK-2009 voucher RMBR:103472 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Scotiomyia cf. singaporensis SNK-2009	""	""	RMBR:103472	""	""	""	""
FJ808404	""	""	Scotiomyia cf. singaporensis SNK-2009 voucher RMBR:103470 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Scotiomyia cf. singaporensis SNK-2009	""	""	RMBR:103470	""	""	""	""
FJ808405	""	""	Scotiomyia sp. SNK-2009 voucher RMBR:103473 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Scotiomyia sp. SNK-2009	""	""	RMBR:103473	""	""	""	""
FJ808406	""	""	Sympycnus sp. 1 SNK-2009 voucher RMBR:103419 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sympycnus sp. 1 SNK-2009	""	""	RMBR:103419	""	""	""	""
FJ808407	""	""	Sympycnus sp. 2 SNK-2009 voucher RMBR:103420 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sympycnus sp. 2 SNK-2009	""	""	RMBR:103420	""	""	""	""
FJ808408	""	""	Sympycnus sp. 3 SNK-2009 voucher RMBR:103421 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Sympycnus sp. 3 SNK-2009	""	""	RMBR:103421	""	""	""	""
FJ808409	""	""	Syntormon flexibile voucher RMBR:103476 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Syntormon flexibile	""	""	RMBR:103476	""	""	""	""
FJ808410	""	""	Syntormon flexibile voucher RMBR:103475 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Syntormon flexibile	""	""	RMBR:103475	""	""	""	""
FJ808411	""	""	Syntormon singaporensis voucher RMBR:103477 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Syntormon singaporensis	""	""	RMBR:103477	""	""	""	""
FJ808412	""	""	Tachytrechus tessellatus voucher RMBR:103478 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Tachytrechus tessellatus	""	""	RMBR:103478	""	""	""	""
FJ808413	""	""	Teuchophorus limosus voucher RMBR:103485 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Teuchophorus limosus	""	""	RMBR:103485	""	""	""	""
FJ808414	""	""	Teuchophorus obliquus voucher RMBR:103492 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Teuchophorus obliquus	""	""	RMBR:103492	""	""	""	""
FJ808415	""	""	Teuchophorus ornatulus voucher RMBR:103493 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Teuchophorus ornatulus	""	""	RMBR:103493	""	""	""	""
FJ808416	""	""	Teuchophorus simplicissimus voucher RMBR:103499 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Teuchophorus simplicissimus	""	""	RMBR:103499	""	""	""	""
FJ808417	""	""	Teuchophorus stenostigma voucher RMBR:103504 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Teuchophorus stenostigma	""	""	RMBR:103504	""	""	""	""
FJ808418	""	""	Teuchophorus temasek voucher RMBR:103506 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Teuchophorus temasek	""	""	RMBR:103506	""	""	""	""
FJ808419	""	""	Teuchophorus tiomanensis voucher RMBR:103507 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Teuchophorus tiomanensis	""	""	RMBR:103507	""	""	""	""
FJ808420	""	""	Thambemyia pagdeni voucher RMBR:103510 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thambemyia pagdeni	""	""	RMBR:103510	""	""	""	""
FJ808421	""	""	Thinolestris nigra voucher RMBR:103511 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinolestris nigra	""	""	RMBR:103511	""	""	""	""
FJ808422	""	""	Thinophilus asiobates voucher RMBR:103515 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinophilus asiobates	""	""	RMBR:103515	""	""	""	""
FJ808423	""	""	Thinophilus longicilia voucher RMBR:103518 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinophilus longicilia	""	""	RMBR:103518	""	""	""	""
FJ808424	""	""	Thinophilus murphyi voucher RMBR:103521 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinophilus murphyi	""	""	RMBR:103521	""	""	""	""
FJ808425	""	""	Thinophilus nitens voucher RMBR:103522 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinophilus nitens	""	""	RMBR:103522	""	""	""	""
FJ808426	""	""	Thinophilus nitens voucher RMBR:103529 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinophilus nitens	""	""	RMBR:103529	""	""	""	""
FJ808427	""	""	Thinophilus parmatus voucher RMBR:103524 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinophilus parmatus	""	""	RMBR:103524	""	""	""	""
FJ808428	""	""	Thinophilus setiventris voucher RMBR:103525 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinophilus setiventris	""	""	RMBR:103525	""	""	""	""
FJ808429	""	""	Thinophilus sp. 2 SNK-2009 voucher RMBR:103530 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinophilus sp. 2 SNK-2009	""	""	RMBR:103530	""	""	""	""
FJ808430	""	""	Thinophilus sp. 3 SNK-2009 voucher RMBR:103517 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinophilus sp. 3 SNK-2009	""	""	RMBR:103517	""	""	""	""
FJ808431	""	""	Thinophilus sp. 4 SNK-2009 voucher RMBR:103514 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinophilus sp. 4 SNK-2009	""	""	RMBR:103514	""	""	""	""
FJ808432	""	""	Thinophilus sp. 5 SNK-2009 voucher RMBR:103520 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinophilus sp. 5 SNK-2009	""	""	RMBR:103520	""	""	""	""
FJ808433	""	""	Thinophilus sp. 6 SNK-2009 voucher RMBR:103523 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinophilus sp. 6 SNK-2009	""	""	RMBR:103523	""	""	""	""
FJ808434	""	""	Thinophilus sp. 7 SNK-2009 voucher RMBR:103528 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinophilus sp. 7 SNK-2009	""	""	RMBR:103528	""	""	""	""
FJ808435	""	""	Thinophilus sp. 8 SNK-2009 voucher RMBR:103516 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial.	Thinophilus sp. 8 SNK-2009	""	""	RMBR:103516	""	""	""	""
FJ808436	""	""	Acropsilus sp. 1 SNK-2009 voucher RMBR:103411 cytochrome b (cytb) gene, partial cds; mitochondrial.	Acropsilus sp. 1 SNK-2009	""	""	RMBR:103411	""	""	""	""
FJ808437	""	""	Acropsilus sp. 2 SNK-2009 voucher RMBR:103409 cytochrome b (cytb) gene, partial cds; mitochondrial.	Acropsilus sp. 2 SNK-2009	""	""	RMBR:103409	""	""	""	""
FJ808438	""	""	Acropsilus sp. 3 SNK-2009 voucher RMBR:103413 cytochrome b (cytb) gene, partial cds; mitochondrial.	Acropsilus sp. 3 SNK-2009	""	""	RMBR:103413	""	""	""	""
FJ808439	""	""	Amblypsilopus abruptus group sp. SNK-2009 voucher RMBR:103467 cytochrome b (cytb) gene, partial cds; mitochondrial.	Amblypsilopus abruptus group sp. SNK-2009	""	""	RMBR:103467	""	""	""	""
FJ808440	""	""	Argyrochlamys impudicus voucher RMBR:103415 cytochrome b (cytb) gene, partial cds; mitochondrial.	Argyrochlamys impudicus	""	""	RMBR:103415	""	""	""	""
FJ808441	""	""	Asyndetus sp. SNK-2009 voucher RMBR:103416 cytochrome b (cytb) gene, partial cds; mitochondrial.	Asyndetus sp. SNK-2009	""	""	RMBR:103416	""	""	""	""
FJ808442	""	""	Chaetogonopteron chaeturum voucher RMBR:103423 cytochrome b (cytb) gene, partial cds; mitochondrial.	Chaetogonopteron chaeturum	""	""	RMBR:103423	""	""	""	""
FJ808443	""	""	Chaetogonopteron sp. 1 SNK-2009 voucher RMBR:103417 cytochrome b (cytb) gene, partial cds; mitochondrial.	Chaetogonopteron sp. 1 SNK-2009	""	""	RMBR:103417	""	""	""	""
FJ808444	""	""	Chaetogonopteron sp. 2 SNK-2009 voucher RMBR:103418 cytochrome b (cytb) gene, partial cds; mitochondrial.	Chaetogonopteron sp. 2 SNK-2009	""	""	RMBR:103418	""	""	""	""
FJ808445	""	""	Chersodromia nigripennis voucher RMBR:103425 cytochrome b (cytb) gene, partial cds; mitochondrial.	Chersodromia nigripennis	""	""	RMBR:103425	""	""	""	""
FJ808446	""	""	Chrysosoma bearni voucher RMBR:103427 cytochrome b (cytb) gene, partial cds; mitochondrial.	Chrysosoma bearni	""	""	RMBR:103427	""	""	""	""
FJ808447	""	""	Chrysosoma vittatum group sp. SNK-2009 voucher RMBR:103426 cytochrome b (cytb) gene, partial cds; mitochondrial.	Chrysosoma vittatum group sp. SNK-2009	""	""	RMBR:103426	""	""	""	""
FJ808448	""	""	Chrysotus sp. SNK-2009 voucher RMBR:103429 cytochrome b (cytb) gene, partial cds; mitochondrial.	Chrysotus sp. SNK-2009	""	""	RMBR:103429	""	""	""	""
FJ808449	""	""	Diaphorus mandarinus voucher RMBR:103433 cytochrome b (cytb) gene, partial cds; mitochondrial.	Diaphorus mandarinus	""	""	RMBR:103433	""	""	""	""
FJ808450	""	""	Diaphorus maurus voucher RMBR:103434 cytochrome b (cytb) gene, partial cds; mitochondrial.	Diaphorus maurus	""	""	RMBR:103434	""	""	""	""
FJ808451	""	""	Dolichopus bigeniculatus voucher RMBR:103435 cytochrome b (cytb) gene, partial cds; mitochondrial.	Dolichopus bigeniculatus	""	""	RMBR:103435	""	""	""	""
FJ808452	""	""	Elaphropeza neesoonensis voucher RMBR:103437 cytochrome b (cytb) gene, partial cds; mitochondrial.	Elaphropeza neesoonensis	""	""	RMBR:103437	""	""	""	""
FJ808453	""	""	Empis producta voucher RMBR:103430 cytochrome b (cytb) gene, partial cds; mitochondrial.	Empis producta	""	""	RMBR:103430	""	""	""	""
FJ808454	""	""	Empis sp. SNK-2009 voucher RMBR:103438 cytochrome b (cytb) gene, partial cds; mitochondrial.	Empis sp. SNK-2009	""	""	RMBR:103438	""	""	""	""
FJ808455	""	""	Griphophanes sp. SNK-2009 voucher RMBR:103441 cytochrome b (cytb) gene, partial cds; mitochondrial.	Griphophanes sp. SNK-2009	""	""	RMBR:103441	""	""	""	""
FJ808456	""	""	Hemerodromia sp. SNK-2009 voucher RMBR:103443 cytochrome b (cytb) gene, partial cds; mitochondrial.	Hemerodromia sp. SNK-2009	""	""	RMBR:103443	""	""	""	""
FJ808457	""	""	Hercostomoides indonesianus voucher RMBR:103444 cytochrome b (cytb) gene, partial cds; mitochondrial.	Hercostomoides indonesianus	""	""	RMBR:103444	""	""	""	""
FJ808458	""	""	Hercostomus brevidigitalis voucher RMBR:103445 cytochrome b (cytb) gene, partial cds; mitochondrial.	Hercostomus brevidigitalis	""	""	RMBR:103445	""	""	""	""
FJ808459	""	""	Hercostomus meieri voucher RMBR:103442 cytochrome b (cytb) gene, partial cds; mitochondrial.	Hercostomus meieri	""	""	RMBR:103442	""	""	""	""
FJ808460	""	""	Lichtwardtia ziczac voucher RMBR:103446 cytochrome b (cytb) gene, partial cds; mitochondrial.	Lichtwardtia ziczac	""	""	RMBR:103446	""	""	""	""
FJ808461	""	""	Medetera grisescens voucher RMBR:103448 cytochrome b (cytb) gene, partial cds; mitochondrial.	Medetera grisescens	""	""	RMBR:103448	""	""	""	""
FJ808462	""	""	Medetera grisescens voucher RMBR:103447 cytochrome b (cytb) gene, partial cds; mitochondrial.	Medetera grisescens	""	""	RMBR:103447	""	""	""	""
FJ808463	""	""	Medetera minima voucher RMBR:103845 cytochrome b (cytb) gene, partial cds; mitochondrial.	Medetera minima	""	""	RMBR:103845	""	""	""	""
FJ808464	""	""	Medeterinae sp. 1 SNK-2009 voucher RMBR:103465 cytochrome b (cytb) gene, partial cds; mitochondrial.	Medeterinae sp. 1 SNK-2009	""	""	RMBR:103465	""	""	""	""
FJ808465	""	""	Medeterinae sp. 2 SNK-2009 voucher RMBR:103466 cytochrome b (cytb) gene, partial cds; mitochondrial.	Medeterinae sp. 2 SNK-2009	""	""	RMBR:103466	""	""	""	""
FJ808466	""	""	Microphorella malaysiana voucher RMBR:103449 cytochrome b (cytb) gene, partial cds; mitochondrial.	Microphorella malaysiana	""	""	RMBR:103449	""	""	""	""
FJ808467	""	""	Nanothinophilus hoplites voucher RMBR:103451 cytochrome b (cytb) gene, partial cds; mitochondrial.	Nanothinophilus hoplites	""	""	RMBR:103451	""	""	""	""
FJ808468	""	""	Nepalomyia sp. 1 SNK-2009 voucher RMBR:103455 cytochrome b (cytb) gene, partial cds; mitochondrial.	Nepalomyia sp. 1 SNK-2009	""	""	RMBR:103455	""	""	""	""
FJ808469	""	""	Nepalomyia sp. 3 SNK-2009 voucher RMBR:103454 cytochrome b (cytb) gene, partial cds; mitochondrial.	Nepalomyia sp. 3 SNK-2009	""	""	RMBR:103454	""	""	""	""
FJ808470	""	""	Neurigona cf. angulata SNK-2009 voucher RMBR:103456 cytochrome b (cytb) gene, partial cds; mitochondrial.	Neurigona cf. angulata SNK-2009	""	""	RMBR:103456	""	""	""	""
FJ808471	""	""	Neurigona pectinata voucher RMBR:103457 cytochrome b (cytb) gene, partial cds; mitochondrial.	Neurigona pectinata	""	""	RMBR:103457	""	""	""	""
FJ808472	""	""	Neurigona sp. 1 SNK-2009 voucher RMBR:103460 cytochrome b (cytb) gene, partial cds; mitochondrial.	Neurigona sp. 1 SNK-2009	""	""	RMBR:103460	""	""	""	""
FJ808473	""	""	Neurigona sp. 2 SNK-2009 voucher RMBR:103458 cytochrome b (cytb) gene, partial cds; mitochondrial.	Neurigona sp. 2 SNK-2009	""	""	RMBR:103458	""	""	""	""
FJ808474	""	""	Neurigona squamifera voucher RMBR:103459 cytochrome b (cytb) gene, partial cds; mitochondrial.	Neurigona squamifera	""	""	RMBR:103459	""	""	""	""
FJ808475	""	""	Ngirhaphium cf. murphyi SNK-2009 voucher RMBR:103461 cytochrome b (cytb) gene, partial cds; mitochondrial.	Ngirhaphium cf. murphyi SNK-2009	""	""	RMBR:103461	""	""	""	""
FJ808476	""	""	Paraclius digitatus voucher RMBR:103462 cytochrome b (cytb) gene, partial cds; mitochondrial.	Paraclius digitatus	""	""	RMBR:103462	""	""	""	""
FJ808477	""	""	Phacaspis mitis voucher RMBR:103464 cytochrome b (cytb) gene, partial cds; mitochondrial.	Phacaspis mitis	""	""	RMBR:103464	""	""	""	""
FJ808478	""	""	Plagiozopelma flavipodex voucher RMBR:103468 cytochrome b (cytb) gene, partial cds; mitochondrial.	Plagiozopelma flavipodex	""	""	RMBR:103468	""	""	""	""
FJ808479	""	""	Scotiomyia cf. singaporensis SNK-2009 voucher RMBR:103472 cytochrome b (cytb) gene, partial cds; mitochondrial.	Scotiomyia cf. singaporensis SNK-2009	""	""	RMBR:103472	""	""	""	""
FJ808480	""	""	Sympycnus sp. 1 SNK-2009 voucher RMBR:103419 cytochrome b (cytb) gene, partial cds; mitochondrial.	Sympycnus sp. 1 SNK-2009	""	""	RMBR:103419	""	""	""	""
FJ808481	""	""	Sympycnus sp. 2 SNK-2009 voucher RMBR:103420 cytochrome b (cytb) gene, partial cds; mitochondrial.	Sympycnus sp. 2 SNK-2009	""	""	RMBR:103420	""	""	""	""
FJ808482	""	""	Sympycnus sp. 3 SNK-2009 voucher RMBR:103421 cytochrome b (cytb) gene, partial cds; mitochondrial.	Sympycnus sp. 3 SNK-2009	""	""	RMBR:103421	""	""	""	""
FJ808483	""	""	Syntormon flexibile voucher RMBR:103476 cytochrome b (cytb) gene, partial cds; mitochondrial.	Syntormon flexibile	""	""	RMBR:103476	""	""	""	""
FJ808484	""	""	Syntormon flexibile voucher RMBR:103475 cytochrome b (cytb) gene, partial cds; mitochondrial.	Syntormon flexibile	""	""	RMBR:103475	""	""	""	""
FJ808485	""	""	Syntormon singaporensis voucher RMBR:103477 cytochrome b (cytb) gene, partial cds; mitochondrial.	Syntormon singaporensis	""	""	RMBR:103477	""	""	""	""
FJ808486	""	""	Tachytrechus tessellatus voucher RMBR:103478 cytochrome b (cytb) gene, partial cds; mitochondrial.	Tachytrechus tessellatus	""	""	RMBR:103478	""	""	""	""
FJ808487	""	""	Teuchophorus limosus voucher RMBR:103485 cytochrome b (cytb) gene, partial cds; mitochondrial.	Teuchophorus limosus	""	""	RMBR:103485	""	""	""	""
FJ808488	""	""	Teuchophorus ornatulus voucher RMBR:103493 cytochrome b (cytb) gene, partial cds; mitochondrial.	Teuchophorus ornatulus	""	""	RMBR:103493	""	""	""	""
FJ808489	""	""	Teuchophorus simplicissimus voucher RMBR:103499 cytochrome b (cytb) gene, partial cds; mitochondrial.	Teuchophorus simplicissimus	""	""	RMBR:103499	""	""	""	""
FJ808490	""	""	Teuchophorus stenostigma voucher RMBR:103504 cytochrome b (cytb) gene, partial cds; mitochondrial.	Teuchophorus stenostigma	""	""	RMBR:103504	""	""	""	""
FJ808491	""	""	Teuchophorus temasek voucher RMBR:103506 cytochrome b (cytb) gene, partial cds; mitochondrial.	Teuchophorus temasek	""	""	RMBR:103506	""	""	""	""
FJ808492	""	""	Thambemyia pagdeni voucher RMBR:103510 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thambemyia pagdeni	""	""	RMBR:103510	""	""	""	""
FJ808493	""	""	Thinolestris nigra voucher RMBR:103511 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thinolestris nigra	""	""	RMBR:103511	""	""	""	""
FJ808494	""	""	Thinophilus asiobates voucher RMBR:103515 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thinophilus asiobates	""	""	RMBR:103515	""	""	""	""
FJ808495	""	""	Thinophilus murphyi voucher RMBR:103521 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thinophilus murphyi	""	""	RMBR:103521	""	""	""	""
FJ808496	""	""	Thinophilus nitens voucher RMBR:103522 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thinophilus nitens	""	""	RMBR:103522	""	""	""	""
FJ808497	""	""	Thinophilus nitens voucher RMBR:103529 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thinophilus nitens	""	""	RMBR:103529	""	""	""	""
FJ808498	""	""	Thinophilus parmatus voucher RMBR:103524 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thinophilus parmatus	""	""	RMBR:103524	""	""	""	""
FJ808499	""	""	Thinophilus setiventris voucher RMBR:103525 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thinophilus setiventris	""	""	RMBR:103525	""	""	""	""
FJ808500	""	""	Thinophilus sp. 1 SNK-2009 voucher RMBR:103519 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thinophilus sp. 1 SNK-2009	""	""	RMBR:103519	""	""	""	""
FJ808501	""	""	Thinophilus sp. 2 SNK-2009 voucher RMBR:103530 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thinophilus sp. 2 SNK-2009	""	""	RMBR:103530	""	""	""	""
FJ808502	""	""	Thinophilus sp. 3 SNK-2009 voucher RMBR:103517 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thinophilus sp. 3 SNK-2009	""	""	RMBR:103517	""	""	""	""
FJ808503	""	""	Thinophilus sp. 4 SNK-2009 voucher RMBR:103514 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thinophilus sp. 4 SNK-2009	""	""	RMBR:103514	""	""	""	""
FJ808504	""	""	Thinophilus sp. 6 SNK-2009 voucher RMBR:103523 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thinophilus sp. 6 SNK-2009	""	""	RMBR:103523	""	""	""	""
FJ808505	""	""	Thinophilus sp. 7 SNK-2009 voucher RMBR:103528 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thinophilus sp. 7 SNK-2009	""	""	RMBR:103528	""	""	""	""
FJ808506	""	""	Thinophilus sp. 9 SNK-2009 voucher RMBR:103513 cytochrome b (cytb) gene, partial cds; mitochondrial.	Thinophilus sp. 9 SNK-2009	""	""	RMBR:103513	""	""	""	""
FM160582	Madagascar	""	Tricalysia ambrensis chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR De Block 1313	Tricalysia ambrensis	""	""	BR:De Block 1313	""	""	""	""
FM160583	Madagascar	""	Tricalysia analamazaotrensis chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR Tosh 11	Tricalysia analamazaotrensis	""	""	BR:Tosh:11	""	""	""	""
FM160584	Madagascar	""	Tricalysia analamazaotrensis chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR De Block 1874	Tricalysia analamazaotrensis	""	""	BR:De Block:1874	""	""	""	""
FM160587	Kenya	""	Tricalysia bridsoniana chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR De Block 389	Tricalysia bridsoniana	""	""	BR:De Block:389	""	""	""	""
FM160588	Zambia	""	Tricalysia cacondensis chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR Dessein 1031	Empogona cacondensis	""	""	BR:Dessein:1031	""	""	""	""
FM160589	Gabon	""	Tricalysia concolor chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR Degreef 95	Empogona concolor	""	""	BR:Degreef:95	""	""	""	""
FM160590	Zambia	""	Tricalysia coriacea chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR Dessein 1359	Empogona coriacea	""	""	BR:Dessein:1359	""	""	""	""
FM160591	Zambia	""	Tricalysia coriacea chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR Dessein 1283	Empogona coriacea	""	""	BR:Dessein:1283	""	""	""	""
FM160592	Madagascar	""	Tricalysia cryptocalyx chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR De Block 527	Tricalysia cryptocalyx	""	""	BR:De Block:527	""	""	""	""
FM160593	Madagascar	""	Tricalysia cryptocalyx chloroplast partial rpl16 gene, intron region, specimen voucher BR Tosh 322	Tricalysia cryptocalyx	""	""	BR:Tosh:322	""	""	""	""
FM160594	Madagascar	""	Tricalysia dauphinensis chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR De Block 694	Tricalysia dauphinensis	""	""	BR:De Block:694	""	""	""	""
FM160595	Madagascar	""	Tricalysia dauphinensis chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR Tosh 349	Tricalysia dauphinensis	""	""	BR:Tosh:349	""	""	""	""
FM160596	Madagascar	""	Tricalysia dauphinensis chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR Rabevohitra 2115	Tricalysia dauphinensis	""	""	BR:Rabevohitra:2115	""	""	""	""
FM160599	Zambia	""	Tricalysia griseiflora chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR Dessein 305	Tricalysia griseiflora	""	""	BR:Dessein:305	""	""	""	""
FM160600	Zambia	""	Tricalysia griseiflora chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR Dessein 1044	Tricalysia griseiflora	""	""	BR:Dessein:1044	""	""	""	""
FM160605	Madagascar	""	Tricalysia leucocarpa chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR Tosh 398	Tricalysia leucocarpa	""	""	BR:Tosh:398	""	""	""	""
FM160606	Kenya	""	Tricalysia microphylla chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR De Block 405	Tricalysia microphylla	""	""	BR:De Block:405	""	""	""	""
FM160609	Madagascar	""	Tricalysia ovalifolia chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR De Block 694	Empogona ovalifolia	""	""	BR:De Block:694	""	""	""	""
FM160613	Zambia	""	Tricalysia pallens chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR Dessein 1266	Tricalysia pallens	""	""	BR:Dessein:1266	""	""	""	""
FM160614	Zambia	""	Tricalysia pallens chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR Dessein 953	Tricalysia pallens	""	""	BR:Dessein:953	""	""	""	""
FM160615	Madagascar	""	Tricalysia perrieri chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR De Block 766	Tricalysia perrieri	""	""	BR:De Block:766	""	""	""	""
FM160616	Tanzania	""	Tricalysia ruandensis chloroplast partial rpl16 gene for ribosomal protein L16, exon 2, specimen voucher BR Kuchar 22323	Empogona ruandensis	""	""	BR:Kuchar:22323	""	""	""	""
FM160624	Madagascar	""	Ixora guillotii chloroplast partial accD gene for acetyl-CoA carboxylase carboxyltransferase beta, exon 1, specimen voucher BR Tosh 408	Ixora guillotii	""	""	BR:Tosh:408	""	""	""	""
FM177153	Cameroon	""	Petitiocodon parviflorum chloroplast accD gene (partial), IGS and psa1 gene (partial), specimen voucher BR Dessein 1597	Petitiocodon parviflorum	""	""	BR:Dessein 1597	""	""	""	""
FM177154	Cameroon	""	Petitiocodon parviflorum chloroplast accD gene (partial), IGS and psa1 gene (partial), specimen voucher BR Dessein 1612	Petitiocodon parviflorum	""	""	BR:Dessein 1612	""	""	""	""
FM177157	Zambia	""	Sericanthe andongensis chloroplast accD gene (partial), IGS and psa1 gene (partial), specimen voucher BR Dessein 1097	Sericanthe andongensis	""	""	BR:Dessein 1097	""	""	""	""
FM177164	""	""	Petitiocodon parviflorum chloroplast partial rpl16 gene for ribosomal protein L16, specimen voucher BR Gereau 5497, exon 2	Petitiocodon parviflorum	""	""	BR:Gereau 5497	""	""	""	""
FM177165	Cameroon	""	Petitiocodon parviflorum chloroplast partial rpl16 gene for ribosomal protein L16, specimen voucher BR Dessein 1597, exon 2	Petitiocodon parviflorum	""	""	BR:Dessein 1597	""	""	""	""
FM177166	Cameroon	""	Petitiocodon parviflorum chloroplast partial rpl16 gene for ribosomal protein L16, specimen voucher BR Dessein 1612, exon 2	Petitiocodon parviflorum	""	""	BR:Dessein 1612	""	""	""	""
FM177174	""	""	Petitiocodon parviflorum chloroplast partial trnL gene, tRNA-Leu gene and IGS, specimen voucher BR Gereau 5497	Petitiocodon parviflorum	""	""	BR:Gereau 5497	""	""	""	""
FM177175	Cameroon	""	Petitiocodon parviflorum chloroplast partial trnL gene, tRNA-Leu gene and IGS, specimen voucher BR Dessein 1597	Petitiocodon parviflorum	""	""	BR:Dessein 1597	""	""	""	""
FM177176	Cameroon	""	Petitiocodon parviflorum chloroplast partial trnL gene, tRNA-Leu gene and IGS, specimen voucher BR Dessein 1612	Petitiocodon parviflorum	""	""	BR:Dessein 1612	""	""	""	""
FM204696	""	""	Pavetta abyssinica ITS1, 5.8S rRNA gene and ITS2, specimen voucher BR De Block 6 Meise 77-0360	Pavetta abyssinica	""	""	BR:De Block 6:Meise 77-0360	""	""	""	""
