accession	country	location	description	scientific_name	bio_material	culture_collection	specimen_voucher	sample_accession	study_accession	collected_by	collection_date
JN054225	""	""	Pavetta rigida voucher BR-Lachenaud et al. 877 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Pavetta rigida	""	""	BR-Lachenaud et al. 877	""	""	""	""
JN054226	""	""	Pavetta rigida voucher BR-Dessein et al. 3167 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Pavetta rigida	""	""	BR-Dessein et al. 3167	""	""	""	""
JN054227	""	""	Pavetta hookeriana voucher BR-Dessein et al. 3046 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Pavetta hookeriana	""	""	BR-Dessein et al. 3046	""	""	""	""
JN054228	""	""	Pavetta hookeriana voucher BR-Dessein et al. 3048 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Pavetta hookeriana	""	""	BR-Dessein et al. 3048	""	""	""	""
JN054229	""	""	Pavetta hispida voucher BR-Dessein et al. 3176 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Pavetta hispida	""	""	BR-Dessein et al. 3176	""	""	""	""
JN054230	""	""	Pavetta hispida voucher BR-Dessein et al. 1943 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Pavetta hispida	""	""	BR-Dessein et al. 1943	""	""	""	""
JN054231	""	""	Pavetta schumanniana voucher BR-Dessein et al. 1099 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Pavetta schumanniana	""	""	BR-Dessein et al. 1099	""	""	""	""
JN054232	""	""	Pavetta schumanniana voucher BR-2001944257 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Pavetta schumanniana	""	""	BR-2001944257	""	""	""	""
JN054233	""	""	Pavetta schumanniana voucher BR-2004143066 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Pavetta schumanniana	""	""	BR-2004143066	""	""	""	""
JN054234	""	""	Pavetta batesiana voucher BR-Dessein et al. 2071 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Pavetta batesiana	""	""	BR-Dessein et al. 2071	""	""	""	""
JN054235	""	""	Pavetta batesiana voucher BR-Dessein et al. 1984 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Pavetta batesiana	""	""	BR-Dessein et al. 1984	""	""	""	""
JN054239	""	""	Psychotria lucens voucher BR-16620513 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria lucens	""	""	BR-16620513	""	""	""	""
JN054240	""	""	Psychotria peduncularis voucher BR-073791 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria peduncularis	""	""	BR-073791	""	""	""	""
JN054243	""	""	Psychotria calva voucher BR-19620512 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria calva	""	""	BR-19620512	""	""	""	""
JN054244	""	""	Psychotria calva voucher BR-626512 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria calva	""	""	BR-626512	""	""	""	""
JN054245	""	""	Psychotria kikwitensis voucher BR-Dessein et al. 1043 PetD (petD) gene, intron; chloroplast.	Psychotria kikwitensis	""	""	BR-Dessein et al. 1043	""	""	""	""
JN054246	""	""	Psychotria kirkii voucher BR-1998182519 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria kirkii	""	""	BR-1998182519	""	""	""	""
JN054247	""	""	Psychotria kirkii voucher BR-2002152647 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria kirkii	""	""	BR-2002152647	""	""	""	""
JN054248	""	""	Psychotria rhizomatosa voucher BR-Dessein et al. 2368 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria rhizomatosa	""	""	BR-Dessein et al. 2368	""	""	""	""
JN054249	""	""	Psychotria rhizomatosa voucher BR-Dessein et al. 2099 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria rhizomatosa	""	""	BR-Dessein et al. 2099	""	""	""	""
JN054250	""	""	Psychotria rubripilis voucher BR-Dessein et al. 1806 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria rubripilis	""	""	BR-Dessein et al. 1806	""	""	""	""
JN054251	""	""	Psychotria rubripilis voucher BR-Dessein et al. 1973 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria rubripilis	""	""	BR-Dessein et al. 1973	""	""	""	""
JN054252	""	""	Psychotria anetoclada voucher BR-Dessein et al. 3138 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria anetoclada	""	""	BR-Dessein et al. 3138	""	""	""	""
JN054253	""	""	Psychotria psychotrioides voucher BR-Dessein et al. 2926 petB-petD intergenic spacer, partial sequence; and PetD (petD) gene, partial cds; chloroplast.	Psychotria psychotrioides	""	""	BR-Dessein et al. 2926	""	""	""	""
JN189037	""	""	Dryopteris pentheri isolate E377 trnG-trnR intergenic spacer, partial sequence; chloroplast.	Dryopteris pentheri	""	""	BM<GBR-LONDON> Hennequin 2009-R2	""	""	""	""
JN189140	""	""	Dryopteris pentheri isolate E377 trnL-trnF intergenic spacer, partial sequence; chloroplast.	Dryopteris pentheri	""	""	BM<GBR-LONDON> Hennequin 2009-R2	""	""	""	""
JN189249	""	""	Dryopteris pentheri isolate E377 rps4-trnS intergenic spacer, partial sequence; chloroplast.	Dryopteris pentheri	""	""	BM<GBR-LONDON> Hennequin 2009-R2	""	""	""	""
JN189355	""	""	Dryopteris pentheri isolate E377 trnP-petG intergenic spacer, partial sequence; chloroplast.	Dryopteris pentheri	""	""	BM<GBR-LONDON> Hennequin 2009-R2	""	""	""	""
JN189466	""	""	Dryopteris pentheri isolate E377 psbA-trnH intergenic spacer, partial sequence; chloroplast.	Dryopteris pentheri	""	""	BM<GBR-LONDON> Hennequin 2009-R2	""	""	""	""
JN189576	""	""	Dryopteris pentheri isolate E377 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.	Dryopteris pentheri	""	""	BM<GBR-LONDON> Hennequin 2009-R2	""	""	""	""
JN189681	""	""	Dryopteris pentheri isolate E377 rbcL-accD intergenic spacer, partial sequence; chloroplast.	Dryopteris pentheri	""	""	BM<GBR-LONDON> Hennequin 2009-R2	""	""	""	""
JN247006	Viet Nam	""	Hipposideros alongensis alongensis voucher IEBR-T.090806.7 haplotype Halo_01 cytochrome b (cytb) gene, partial cds; mitochondrial.	Hipposideros alongensis alongensis	""	""	IEBR-T.090806.7	""	""	""	""
JN247007	Viet Nam	""	Hipposideros alongensis alongensis voucher IEBR-T.220408.4 haplotype Halo_02 cytochrome b (cytb) gene, partial cds; mitochondrial.	Hipposideros alongensis alongensis	""	""	IEBR-T.220408.4	""	""	""	""
JN247009	Viet Nam	""	Hipposideros alongensis sungi voucher IEBR-T.300808.5 haplotype Hsun_02 cytochrome b (cytb) gene, partial cds; mitochondrial.	Hipposideros alongensis sungi	""	""	IEBR-T.300808.5	""	""	""	""
JN247012	Viet Nam	""	Hipposideros alongensis sungi voucher IEBR-T.040908.4 haplotype Hsun_05 cytochrome b (cytb) gene, partial cds; mitochondrial.	Hipposideros alongensis sungi	""	""	IEBR-T.040908.4	""	""	""	""
JN247015	Viet Nam	""	Hipposideros larvatus s.l. SJP-2012 voucher IEBR-T.110408.4 haplotype Hlar_01 cytochrome b (cytb) gene, partial cds; mitochondrial.	Hipposideros larvatus s.l. SJP-2012	""	""	IEBR-T.110408.4	""	""	""	""
JN247020	Viet Nam	""	Hipposideros armiger voucher IEBR-T.100607.11 haplotype Harm_14 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial.	Hipposideros armiger	""	""	IEBR-T.100607.11	""	""	""	""
JN247021	Viet Nam	""	Hipposideros armiger voucher IEBR-T.080607.3 haplotype Harm_15 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial.	Hipposideros armiger	""	""	IEBR-T.080607.3	""	""	""	""
JN247025	Viet Nam	""	Hipposideros larvatus s.l. SJP-2012 voucher IEBR-T.090807.8 haplotype Hlar_04 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial.	Hipposideros larvatus s.l. SJP-2012	""	""	IEBR-T.090807.8	""	""	""	""
JN247031	Viet Nam	""	Hipposideros griffini voucher IEBR-T.270608.6 haplotype Hgri_01 cytochrome b (cytb) gene, partial cds; mitochondrial.	Hipposideros griffini	""	""	IEBR-T.270608.6	""	""	""	""
JN247032	Viet Nam	""	Hipposideros armiger voucher IEBR-T.110708.14 haplotype Harm_03 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial.	Hipposideros armiger	""	""	IEBR-T.110708.14	""	""	""	""
JN247033	Viet Nam	""	Hipposideros armiger voucher IEBR-T.090909.1 haplotype Harm_04 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial.	Hipposideros armiger	""	""	IEBR-T.090909.1	""	""	""	""
JN247034	Viet Nam	""	Hipposideros armiger voucher IEBR-T.190908.2 haplotype Harm_05 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial.	Hipposideros armiger	""	""	IEBR-T.190908.2	""	""	""	""
JN247035	Viet Nam	""	Hipposideros armiger voucher IEBR-VN.09.6 haplotype Harm_09 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial.	Hipposideros armiger	""	""	IEBR-VN.09.6	""	""	""	""
JN247036	Viet Nam	""	Hipposideros armiger voucher IEBR-T.270509.2 haplotype Harm_10 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial.	Hipposideros armiger	""	""	IEBR-T.270509.2	""	""	""	""
JN247037	Viet Nam	""	Hipposideros armiger voucher IEBR-T.171109.1 haplotype Harm_11 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial.	Hipposideros armiger	""	""	IEBR-T.171109.1	""	""	""	""
JN247038	Viet Nam	""	Hipposideros armiger voucher IEBR-T.270509.1 haplotype Harm_12 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial.	Hipposideros armiger	""	""	IEBR-T.270509.1	""	""	""	""
JN247039	Viet Nam	""	Hipposideros armiger voucher IEBR-T.171109.2 haplotype Harm_13 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial.	Hipposideros armiger	""	""	IEBR-T.171109.2	""	""	""	""
JN247040	Viet Nam	""	Hipposideros griffini voucher IEBR-T.200809.12 haplotype Hgri_02 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial.	Hipposideros griffini	""	""	IEBR-T.200809.12	""	""	""	""
JN247041	Viet Nam	""	Hipposideros griffini voucher IEBR-T.240608.2 haplotype Hgri_03 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial.	Hipposideros griffini	""	""	IEBR-T.240608.2	""	""	""	""
JN247042	Viet Nam	""	Hipposideros griffini voucher IEBR-T.200809.14 haplotype Hgri_04 cytochrome b (cytb) gene, complete cds; tRNA-Thr and tRNA-Pro genes, complete sequence; and D-loop, partial sequence; mitochondrial.	Hipposideros griffini	""	""	IEBR-T.200809.14	""	""	""	""
JQ751097	Belgium	""	Hebeloma vesterholtii voucher BR<BEL>:BR-MYCO166528-76 RNA polymerase II second largest subunit (RPB2) gene, partial cds.	Hebeloma vesterholtii	""	""	BR<BEL>:BR-MYCO166528-76	""	""	HJ Beker	""
JQ751130	Belgium	""	Hebeloma vesterholtii voucher BR<BEL>:BR-MYCO166528-76 DNA replication licensing factor (MCM7) gene, partial cds.	Hebeloma vesterholtii	""	""	BR<BEL>:BR-MYCO166528-76	""	""	HJ Beker	""
JQ751143	Belgium	""	Hebeloma vesterholtii voucher BR<BEL>:BR-MYCO166528-76 small subunit ribosomal RNA gene, partial sequence; mitochondrial.	Hebeloma vesterholtii	""	""	BR<BEL>:BR-MYCO166528-76	""	""	HJ Beker	""
JQ751225	Belgium	""	Hebeloma vesterholtii voucher BR<BEL>:BR-MYCO166528-76 28S ribosomal RNA gene, partial sequence.	Hebeloma vesterholtii	""	""	BR<BEL>:BR-MYCO166528-76	""	""	HJ Beker	""
JX028149	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-CO ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.	Compsopogon caeruleus	""	""	SJRP:BR-CO	""	""	O. Necchi Jr.	2008-06-13
JX028150	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-ES3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.	Compsopogon caeruleus	""	""	SJRP:BR-ES3	""	""	O. Necchi Jr.	2006-07-18
JX028151	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-ES06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.	Compsopogon caeruleus	""	""	SJRP:BR-ES06	""	""	O. Necchi Jr.	2006-07-19
JX028152	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-ES7 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.	Compsopogon caeruleus	""	""	SJRP:BR-ES7	""	""	O. Necchi Jr.	2006-07-19
JX028153	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-ES10 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.	Compsopogon caeruleus	""	""	SJRP:BR-ES10	""	""	O. Necchi Jr.	2006-07-21
JX028154	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-PE ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.	Compsopogon caeruleus	""	""	SJRP:BR-PE	""	""	O. Necchi Jr.	2008-06-13
JX028155	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-PG2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.	Compsopogon caeruleus	""	""	SJRP:BR-PG2	""	""	O. Necchi Jr.	2009-06-01
JX028156	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-SE4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.	Compsopogon caeruleus	""	""	SJRP:BR-SE4	""	""	O. Necchi Jr.	2006-06-08
JX028165	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-Cl ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.	Compsopogon caeruleus	""	""	SJRP:BR-Cl	""	""	O. Necchi Jr.	2011-01-17
JX028166	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-CL ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast.	Compsopogon caeruleus	""	""	SJRP:BR-CL	""	""	O. Necchi Jr.	2008-09-21
JX028172	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-ES03 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial.	Compsopogon caeruleus	""	""	SJRP:BR-ES03	""	""	O. Necchi Jr.	2006-07-18
JX028173	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-ES06 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial.	Compsopogon caeruleus	""	""	SJRP:BR-ES06	""	""	O. Necchi Jr.	2006-07-19
JX028174	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-ES07 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial.	Compsopogon caeruleus	""	""	SJRP:BR-ES07	""	""	O. Necchi Jr.	2006-07-19
JX028175	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-ES10 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial.	Compsopogon caeruleus	""	""	SJRP:BR-ES10	""	""	O. Necchi Jr.	2006-07-21
JX028176	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-PE cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial.	Compsopogon caeruleus	""	""	SJRP:BR-PE	""	""	O. Necchi Jr.	2008-06-13
JX028177	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-PG2 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial.	Compsopogon caeruleus	""	""	SJRP:BR-PG2	""	""	O. Necchi Jr.	2009-06-01
JX028178	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-SE4 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial.	Compsopogon caeruleus	""	""	SJRP:BR-SE4	""	""	O. Necchi Jr.	2006-06-08
JX028184	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-CI cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial.	Compsopogon caeruleus	""	""	SJRP:BR-CI	""	""	O. Necchi Jr.	2011-01-17
JX028185	Brazil	""	Compsopogon caeruleus voucher SJRP:BR-CL cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial.	Compsopogon caeruleus	""	""	SJRP:BR-CL	""	""	O. Necchi Jr.	2008-09-21
KC107864	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16185_133 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina canariensis	Damien Ertz 16185_133	""	BR-7639-82	""	""	""	2011-01-01
KC107865	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16143_135 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina canariensis	Damien Ertz 16143_135	""	BR-7630-73	""	""	""	2011-01-01
KC107866	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16143_136 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina canariensis	Damien Ertz 16143_136	""	BR-7630-73	""	""	""	2011-01-01
KC107867	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16255 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina canariensis	Damien Ertz 16255	""	BR-7774-23	""	""	""	2011-01-01
KC107868	Spain:Canary Islands	""	Dirina canariensis bio-material Damien Ertz 16185_158 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina canariensis	Damien Ertz 16185_158	""	BR-7639-82	""	""	""	2011-01-01
KC107887	Spain:Canary Islands	""	Dirina ceratoniae bio-material Damien Ertz 14024 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina ceratoniae	Damien Ertz 14024	""	BR-2468-52	""	""	""	2009-01-01
KC107888	France:Corse	""	Dirina ceratoniae bio-material Damien Ertz 16367 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina ceratoniae	Damien Ertz 16367	""	BR-7901-53	""	""	""	2011-01-01
KC107889	Portugal	""	Dirina ceratoniae bio-material Damien Ertz 16997 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina ceratoniae	Damien Ertz 16997	""	BR-9826-38	""	""	""	2011-01-01
KC107902	Spain:Canary Islands	""	Dirina fallax bio-material Damien Ertz 16186-139 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16186-139	""	BR-7640-83	""	""	""	2011-01-01
KC107907	France:Corse	""	Dirina fallax bio-material Damien Ertz 16421 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16421	""	BR-7946-01	""	""	""	2011-01-01
KC107908	France:Corse	""	Dirina fallax bio-material Damien Ertz 16506 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16506	""	BR-2025-06	""	""	""	2011-01-01
KC107909	France:Corse	""	Dirina fallax bio-material Damien Ertz 16459 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16459	""	BR-2013-91	""	""	""	2011-01-01
KC107910	France:Corse	""	Dirina fallax bio-material Damien Ertz 16397 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16397	""	BR-7931-83	""	""	""	2011-01-01
KC107911	France:Corse	""	Dirina fallax bio-material Damien Ertz 16413 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16413	""	BR-7938-90	""	""	""	2011-01-01
KC107912	Spain:Canary Islands	""	Dirina fallax bio-material Damien Ertz 16186-159 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16186-159	""	BR-7640-83	""	""	""	2011-01-01
KC107913	Portugal	""	Dirina fallax bio-material Damien Ertz 16905 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16905	""	BR-7738-84	""	""	""	2011-01-01
KC107914	Portugal	""	Dirina fallax bio-material Damien Ertz 16921 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16921	""	BR-7729-75	""	""	""	2011-01-01
KC107915	Portugal	""	Dirina fallax bio-material Damien Ertz 16922 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16922	""	BR-7726-72	""	""	""	2011-01-01
KC107916	Portugal	""	Dirina fallax bio-material Damien Ertz 16929 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 16929	""	BR-7765-14	""	""	""	2011-01-01
KC107917	Portugal	""	Dirina fallax bio-material Damien Ertz 17024 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina fallax	Damien Ertz 17024	""	BR-9784-93	""	""	""	2011-01-01
KC107926	Portugal:Madeira	""	Dirina insulana bio-material Damien Ertz 10542 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina insulana	Damien Ertz 10542	""	BR-0637-55	""	""	""	2007-01-01
KC107927	Portugal:Madeira	""	Dirina insulana bio-material Damien Ertz 10568 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina insulana	Damien Ertz 10568	""	BR-0611-29	""	""	""	2007-01-01
KC107928	Spain:Canary Islands	""	Dirina insulana bio-material Damien Ertz 13532 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina insulana	Damien Ertz 13532	""	BR-8235-87	""	""	""	2009-01-01
KC107946	Spain:Canary Islands	""	Dirina insulana bio-material Damien Ertz 16142 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina insulana	Damien Ertz 16142	""	BR-7629-72	""	""	""	2011-01-01
KC107947	Spain:Canary Islands	""	Dirina insulana bio-material Damien Ertz 16328 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina insulana	Damien Ertz 16328	""	BR-7847-96	""	""	""	2011-01-01
KC107948	Portugal	""	Dirina insulana bio-material Damien Ertz 17037 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina insulana	Damien Ertz 17037	""	BR-9793-05	""	""	""	2011-01-01
KC107953	Madagascar	""	Dirina madagascariensis bio-material Damien Ertz 13042 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina madagascariensis	Damien Ertz 13042	""	BR-7391-19	""	""	""	2008-01-01
KC107954	Madagascar	""	Dirina madagascariensis bio-material Damien Ertz 13127 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina madagascariensis	Damien Ertz 13127	""	BR-8765-35	""	""	""	2008-01-01
KC107955	Madagascar	""	Dirina madagascariensis bio-material Damien Ertz 13215 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina madagascariensis	Damien Ertz 13215	""	BR-7487-18	""	""	""	2008-01-01
KC107957	Madagascar	""	Dirina madagascariensis bio-material Damien Ertz 13095 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina madagascariensis	Damien Ertz 13095	""	BR-8734-04	""	""	""	2008-01-01
KC107979	Portugal	""	Dirina massiliensis bio-material Damien Ertz 16958 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence.	Dirina massiliensis	Damien Ertz 16958	""	BR-7712-58	""	""	""	2011-01-01
